Temperatura do ar ambiente,Rotação do motor - RPM,Carga calculada do motor,Ajuste de combustível de longo prazo - Banco 1,Temperatura do ar admitido - ACT,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,"Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Tensão do módulo,Posição relativa da borboleta - TPS,Posição absoluta da borboleta - TPS,Posição absoluta da borboleta - Sensor B,"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1",Pressão no coletor de admissão - MAP,Estado do sistema de combustível,Carga absoluta do motor,Nº de falhas na memória,Altitude,stft_pct,stft_rolling_mean,stft_rolling_std,stft_ema,stft_low_flag,lambda_v,lambda_rolling_mean,lambda_rich_flag,map_mbar,map_rolling_mean,map_rolling_std,rpm,is_idle,rpm_delta,rpm_jerk,module_voltage,voltage_low_flag,voltage_rolling_min,calc_load_pct,calc_load_rolling_mean,rich_idle_score,low_battery_score
,1504.0,15.0,,,67.0,,,,,,,,0.24,0.0,,nan,,,49,,,,0.0,0,0.24,0.06599999999999999,0,,,,1504.0,0,-79.0,-64.0,,0,,15.0,15.8,0,0
,1456.0,16.0,,,67.0,,,,,,,,0.88,0.0,,nan,,,49,,,,0.0,0,0.88,0.238,1,,,,1456.0,0,-48.0,31.0,,0,,16.0,15.6,1,0
,1377.0,16.0,,,67.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.41600000000000004,1,,,,1377.0,0,-79.0,-31.0,,0,,16.0,15.4,1,0
,1327.0,17.0,,,67.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.592,1,,,,1327.0,0,-50.0,29.0,,0,,17.0,15.6,1,0
,1255.0,18.0,,,68.0,,,,,,,,0.91,0.0,,nan,,,49,,,,0.0,0,0.91,0.766,1,,,,1255.0,0,-72.0,-22.0,,0,,18.0,16.4,1,0
,1221.0,18.0,,,68.0,,,,,,,,0.91,0.0,,nan,,,49,,,,0.0,0,0.91,0.9,1,,,,1221.0,0,-34.0,38.0,,0,,18.0,17.0,1,0
,1154.0,19.0,,,68.0,,,,,,,,0.92,0.0,,nan,,,49,,,,0.0,0,0.92,0.908,1,,,,1154.0,0,-67.0,-33.0,,0,,19.0,17.6,1,0
,1117.0,20.0,,,68.0,,,,,,,,0.92,0.0,,nan,,,49,,,,0.0,0,0.92,0.9120000000000001,1,,,,1117.0,0,-37.0,30.0,,0,,20.0,18.4,1,0
,1066.0,20.0,,,68.0,,,,,,,,0.92,0.0,,nan,,,49,,,,0.0,0,0.92,0.916,1,,,,1066.0,0,-51.0,-14.0,,0,,20.0,19.0,1,0
,1037.0,21.0,,,68.0,,,,,,,,0.91,0.0,,nan,,,49,,,,0.0,0,0.91,0.916,1,,,,1037.0,0,-29.0,22.0,,0,,21.0,19.6,1,0
,1000.0,21.0,,,68.0,,,,,,,,0.92,0.0,,nan,,,49,,,,0.0,0,0.92,0.9179999999999999,1,,,,1000.0,1,-37.0,-8.0,,0,,21.0,20.2,2,0
,956.0,22.0,,,68.0,,,,,,,,0.91,0.0,,nan,,,49,,,,0.0,0,0.91,0.916,1,,,,956.0,1,-44.0,-7.0,,0,,22.0,20.8,2,0
,941.0,22.0,,,68.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.9120000000000001,1,,,,941.0,1,-15.0,29.0,,0,,22.0,21.2,2,0
,911.0,22.0,,,68.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.908,1,,,,911.0,1,-30.0,-15.0,,0,,22.0,21.6,2,0
,891.0,23.0,,,68.0,,,,,,,,0.89,0.0,,nan,,,49,,,,0.0,0,0.89,0.9040000000000001,1,,,,891.0,1,-20.0,10.0,,0,,23.0,22.0,2,0
,866.0,23.0,,,68.0,,,,,,,,0.88,0.0,,nan,,,49,,,,0.0,0,0.88,0.8960000000000001,1,,,,866.0,1,-25.0,-5.0,,0,,23.0,22.4,2,0
,853.0,24.0,,,68.0,,,,,,,,0.87,0.0,,nan,,,49,,,,0.0,0,0.87,0.8880000000000001,1,,,,853.0,1,-13.0,12.0,,0,,24.0,22.8,2,0
,827.0,24.0,,,68.0,,,,,,,,0.87,0.0,,nan,,,49,,,,0.0,0,0.87,0.882,1,,,,827.0,1,-26.0,-13.0,,0,,24.0,23.2,2,0
,798.0,24.0,,,68.0,,,,,,,,0.87,0.0,,nan,,,49,,,,0.0,0,0.87,0.876,1,,,,798.0,1,-29.0,-3.0,,0,,24.0,23.6,2,0
,787.0,25.0,,,68.0,,,,,,,,0.87,0.0,,nan,,,49,,,,0.0,0,0.87,0.8720000000000001,1,,,,787.0,1,-11.0,18.0,,0,,25.0,24.0,2,0
,769.0,25.0,,,68.0,,,,,,,,0.88,0.0,,nan,,,49,,,,0.0,0,0.88,0.8720000000000001,1,,,,769.0,1,-18.0,-7.0,,0,,25.0,24.4,2,0
,760.0,26.0,,,68.0,,,,,,,,0.88,0.0,,nan,,,49,,,,0.0,0,0.88,0.874,1,,,,760.0,1,-9.0,9.0,,0,,26.0,24.8,2,0
,746.0,26.0,,,68.0,,,,,,,,0.88,0.0,,nan,,,49,,,,0.0,0,0.88,0.876,1,,,,746.0,1,-14.0,-5.0,,0,,26.0,25.2,2,0
,740.0,27.0,,,68.0,,,,,,,,0.88,0.0,,nan,,,49,,,,0.0,0,0.88,0.8779999999999999,1,,,,740.0,1,-6.0,8.0,,0,,27.0,25.8,2,0
,734.0,27.0,,,68.0,,,,,,,,0.88,0.0,,nan,,,49,,,,0.0,0,0.88,0.88,1,,,,734.0,1,-6.0,0.0,,0,,27.0,26.2,2,0
,731.0,27.0,,,68.0,,,,,,,,0.88,0.0,,nan,,,49,,,,0.0,0,0.88,0.88,1,,,,731.0,1,-3.0,3.0,,0,,27.0,26.6,2,0
,725.0,27.0,,,68.0,,,,,,,,0.88,0.0,,nan,,,49,,,,0.0,0,0.88,0.88,1,,,,725.0,1,-6.0,-3.0,,0,,27.0,26.8,2,0
,720.0,27.0,,,68.0,,,,,,,,0.89,0.0,,nan,,,49,,,,0.0,0,0.89,0.882,1,,,,720.0,1,-5.0,1.0,,0,,27.0,27.0,2,0
,719.0,27.0,,,68.0,,,,,,,,0.89,0.0,,nan,,,49,,,,0.0,0,0.89,0.884,1,,,,719.0,1,-1.0,4.0,,0,,27.0,27.0,2,0
,716.0,27.0,,,68.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.8879999999999999,1,,,,716.0,1,-3.0,-2.0,,0,,27.0,27.0,2,0
,712.0,27.0,,,68.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.892,1,,,,712.0,1,-4.0,-1.0,,0,,27.0,27.0,2,0
,714.0,27.0,,,68.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.8960000000000001,1,,,,714.0,1,2.0,6.0,,0,,27.0,27.0,2,0
,709.0,27.0,,,68.0,,,,,,,,0.89,0.0,,nan,,,49,,,,0.0,0,0.89,0.8960000000000001,1,,,,709.0,1,-5.0,-7.0,,0,,27.0,27.0,2,0
,704.0,26.0,,,68.0,,,,,,,,0.89,0.0,,nan,,,49,,,,0.0,0,0.89,0.8960000000000001,1,,,,704.0,1,-5.0,0.0,,0,,26.0,26.8,2,0
,711.0,26.0,,,68.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.8960000000000001,1,,,,711.0,1,7.0,12.0,,0,,26.0,26.6,2,0
,709.0,26.0,,,68.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.8960000000000001,1,,,,709.0,1,-2.0,-9.0,,0,,26.0,26.4,2,0
,712.0,26.0,,,68.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.8959999999999999,1,,,,712.0,1,3.0,5.0,,0,,26.0,26.2,2,0
,707.0,26.0,,,68.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.898,1,,,,707.0,1,-5.0,-8.0,,0,,26.0,26.0,2,0
,706.0,26.0,,,69.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.9,1,,,,706.0,1,-1.0,4.0,,0,,26.0,26.0,2,0
,707.0,26.0,,,69.0,,,,,,,,0.9,0.0,,nan,,,49,,,,0.0,0,0.9,0.9,1,,,,707.0,1,1.0,2.0,,0,,26.0,26.0,2,0
,704.0,26.0,,,69.0,,,,,,,,0.91,0.0,,nan,,,49,,,,0.0,0,0.91,0.9019999999999999,1,,,,704.0,1,-3.0,-4.0,,0,,26.0,26.0,2,0
,703.0,26.0,,,69.0,,,,,,,,0.91,0.0,,nan,,,49,,,,0.0,0,0.91,0.9039999999999999,1,,,,703.0,1,-1.0,2.0,,0,,26.0,26.0,2,0
,704.0,26.0,,,69.0,,,,,,,,0.91,0.0,,nan,,,49,,,,0.0,0,0.91,0.906,1,,,,704.0,1,1.0,2.0,,0,,26.0,26.0,2,0
,703.0,26.0,,,69.0,,,,,,,,0.9,-1.0,,nan,,,49,,,,0.0,0,0.9,0.906,1,,,,703.0,1,-1.0,-2.0,,0,,26.0,26.0,2,0
,703.0,26.0,,,69.0,,,,,,,,0.9,-1.0,,nan,,,49,,,,0.0,0,0.9,0.906,1,,,,703.0,1,0.0,1.0,,0,,26.0,26.0,2,0
,707.0,25.0,,,69.0,,,,,,,,0.89,-1.0,,nan,,,49,,,,0.0,0,0.89,0.9019999999999999,1,,,,707.0,1,4.0,4.0,,0,,25.0,25.8,2,0
,705.0,25.0,,,69.0,,,,,,,,0.88,-2.0,,nan,,,49,,,,0.0,0,0.88,0.8960000000000001,1,,,,705.0,1,-2.0,-6.0,,0,,25.0,25.6,2,0
,704.0,25.0,,,69.0,,,,,,,,0.87,-2.0,,nan,,,49,,,,0.0,0,0.87,0.8879999999999999,1,,,,704.0,1,-1.0,1.0,,0,,25.0,25.4,2,0
,704.0,25.0,,,69.0,,,,,,,,0.86,-2.0,,nan,,,49,,,,0.0,0,0.86,0.8800000000000001,1,,,,704.0,1,0.0,1.0,,0,,25.0,25.2,2,0
,698.0,25.0,,,69.0,,,,,,,,0.87,-2.0,,nan,,,49,,,,0.0,0,0.87,0.874,1,,,,698.0,1,-6.0,-6.0,,0,,25.0,25.0,2,0
,704.0,25.0,,,69.0,,,,,,,,0.86,-2.0,,nan,,,49,,,,0.0,0,0.86,0.868,1,,,,704.0,1,6.0,12.0,,0,,25.0,25.0,2,0
,701.0,25.0,,,69.0,,,,,,,,0.86,-2.0,,nan,,,49,,,,0.0,0,0.86,0.8640000000000001,1,,,,701.0,1,-3.0,-9.0,,0,,25.0,25.0,2,0
,695.0,25.0,,,69.0,,,,,,,,0.85,-2.0,,nan,,,49,,,,0.0,0,0.85,0.86,1,,,,695.0,1,-6.0,-3.0,,0,,25.0,25.0,2,0
,703.0,25.0,,,69.0,,,,,,,,0.84,-3.0,,nan,,,49,,,,0.0,0,0.84,0.8560000000000001,1,,,,703.0,1,8.0,14.0,,0,,25.0,25.0,2,0
,700.0,25.0,,,69.0,,,,,,,,0.86,-3.0,,nan,,,49,,,,0.0,0,0.86,0.8539999999999999,1,,,,700.0,1,-3.0,-11.0,,0,,25.0,25.0,2,0
,697.0,25.0,,,69.0,,,,,,,,0.83,-3.0,,nan,,,49,,,,0.0,0,0.83,0.8480000000000001,1,,,,697.0,1,-3.0,0.0,,0,,25.0,25.0,2,0
,702.0,25.0,,,69.0,,,,,,,,0.82,-4.0,,nan,,,49,,,,0.0,0,0.82,0.8399999999999999,1,,,,702.0,1,5.0,8.0,,0,,25.0,25.0,2,0
,702.0,25.0,,,69.0,,,,,,,,0.8,-4.0,,nan,,,49,,,,0.0,0,0.8,0.8300000000000001,1,,,,702.0,1,0.0,-5.0,,0,,25.0,25.0,2,0
,702.0,25.0,,,69.0,,,,,,,,0.82,-4.0,,nan,,,49,,,,0.0,0,0.82,0.826,1,,,,702.0,1,0.0,0.0,,0,,25.0,25.0,2,0
,704.0,25.0,,,69.0,,,,,,,,0.82,-5.0,,nan,,,49,,,,0.0,0,0.82,0.818,1,,,,704.0,1,2.0,2.0,,0,,25.0,25.0,2,0
,698.0,25.0,,,69.0,,,,,,,,0.8,-5.0,,nan,,,49,,,,0.0,0,0.8,0.8119999999999999,1,,,,698.0,1,-6.0,-8.0,,0,,25.0,25.0,2,0
,702.0,25.0,,,69.0,,,,,,,,0.82,-5.0,,nan,,,49,,,,0.0,0,0.82,0.8119999999999999,1,,,,702.0,1,4.0,10.0,,0,,25.0,25.0,2,0
,701.0,25.0,,,69.0,,,,,,,,0.82,-5.0,,nan,,,49,,,,0.0,0,0.82,0.8160000000000001,1,,,,701.0,1,-1.0,-5.0,,0,,25.0,25.0,2,0
,698.0,25.0,,,69.0,,,,,,,,0.76,-5.0,,nan,,,49,,,,0.0,0,0.76,0.8039999999999999,0,,,,698.0,1,-3.0,-2.0,,0,,25.0,25.0,1,0
,703.0,25.0,,,69.0,,,,,,,,0.78,-5.0,,nan,,,49,,,,0.0,0,0.78,0.796,0,,,,703.0,1,5.0,8.0,,0,,25.0,25.0,1,0
,698.0,25.0,,,69.0,,,,,,,,0.78,-5.0,,nan,,,49,,,,0.0,0,0.78,0.792,0,,,,698.0,1,-5.0,-10.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,69.0,,,,,,,,0.76,-6.0,,nan,,,49,,,,0.0,0,0.76,0.78,0,,,,701.0,1,3.0,8.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,69.0,,,,,,,,0.73,-6.0,,nan,,,49,,,,0.0,0,0.73,0.762,0,,,,701.0,1,0.0,-3.0,,0,,25.0,25.0,1,0
,699.0,25.0,,,69.0,,,,,,,,0.75,-6.0,,nan,,,49,,,,0.0,0,0.75,0.76,0,,,,699.0,1,-2.0,-2.0,,0,,25.0,25.0,1,0
,700.0,25.0,,,69.0,,,,,,,,0.74,-7.0,,nan,,,49,,,,0.0,0,0.74,0.752,0,,,,700.0,1,1.0,3.0,,0,,25.0,25.0,1,0
,698.0,25.0,,,69.0,,,,,,,,0.67,-7.0,,nan,,,49,,,,0.0,0,0.67,0.7300000000000001,0,,,,698.0,1,-2.0,-3.0,,0,,25.0,25.0,1,0
,696.0,25.0,,,69.0,,,,,,,,0.57,-7.0,,nan,,,49,,,,0.0,0,0.57,0.692,0,,,,696.0,1,-2.0,0.0,,0,,25.0,25.0,1,0
,696.0,25.0,,,69.0,,,,,,,,0.49,-7.0,,nan,,,49,,,,0.0,0,0.49,0.6439999999999999,0,,,,696.0,1,0.0,2.0,,0,,25.0,25.0,1,0
,700.0,25.0,,,68.0,,,,,,,,0.43,-5.0,,nan,,,49,,,,0.0,0,0.43,0.58,0,,,,700.0,1,4.0,4.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,69.0,,,,,,,,0.41,-5.0,,nan,,,49,,,,0.0,0,0.41,0.514,0,,,,701.0,1,1.0,-3.0,,0,,25.0,25.0,1,0
,702.0,25.0,,,68.0,,,,,,,,0.34,-5.0,,nan,,,49,,,,0.0,0,0.34,0.44799999999999995,0,,,,702.0,1,1.0,0.0,,0,,25.0,25.0,1,0
,702.0,25.0,,,68.0,,,,,,,,0.54,-5.0,,nan,,,49,,,,0.0,0,0.54,0.442,0,,,,702.0,1,0.0,-1.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,69.0,,,,,,,,0.72,-7.0,,nan,,,49,,,,0.0,0,0.72,0.488,0,,,,701.0,1,-1.0,-1.0,,0,,25.0,25.0,1,0
,703.0,25.0,,,69.0,,,,,,,,0.76,-7.0,,nan,,,49,,,,0.0,0,0.76,0.554,0,,,,703.0,1,2.0,3.0,,0,,25.0,25.0,1,0
,702.0,25.0,,,69.0,,,,,,,,0.67,-8.0,,nan,,,49,,,,0.0,0,0.67,0.6060000000000001,0,,,,702.0,1,-1.0,-3.0,,0,,25.0,25.0,1,0
,698.0,25.0,,,69.0,,,,,,,,0.43,-5.0,,nan,,,49,,,,0.0,0,0.43,0.624,0,,,,698.0,1,-4.0,-3.0,,0,,25.0,25.0,1,0
,702.0,25.0,,,69.0,,,,,,,,0.41,-5.0,,nan,,,49,,,,0.0,0,0.41,0.5980000000000001,0,,,,702.0,1,4.0,8.0,,0,,25.0,25.0,1,0
,698.0,25.0,,,69.0,,,,,,,,0.37,-5.0,,nan,,,49,,,,0.0,0,0.37,0.528,0,,,,698.0,1,-4.0,-8.0,,0,,25.0,25.0,1,0
,698.0,25.0,,,69.0,,,,,,,,0.68,-7.0,,nan,,,49,,,,0.0,0,0.68,0.512,0,,,,698.0,1,0.0,4.0,,0,,25.0,25.0,1,0
,702.0,25.0,,,69.0,,,,,,,,0.68,-7.0,,nan,,,49,,,,0.0,0,0.68,0.514,0,,,,702.0,1,4.0,4.0,,0,,25.0,25.0,1,0
,700.0,25.0,,,69.0,,,,,,,,0.61,-8.0,,nan,,,49,,,,0.0,0,0.61,0.55,0,,,,700.0,1,-2.0,-6.0,,0,,25.0,25.0,1,0
,703.0,25.0,,,69.0,,,,,,,,0.45,-6.0,,nan,,,49,,,,0.0,0,0.45,0.558,0,,,,703.0,1,3.0,5.0,,0,,25.0,25.0,1,0
,703.0,25.0,,,69.0,,,,,,,,0.5,-5.0,,nan,,,49,,,,0.0,0,0.5,0.5840000000000001,0,,,,703.0,1,0.0,-3.0,,0,,25.0,25.0,1,0
,697.0,25.0,,,69.0,,,,,,,,0.32,-5.0,,nan,,,49,,,,0.0,0,0.32,0.512,0,,,,697.0,1,-6.0,-6.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,69.0,,,,,,,,0.49,-5.0,,nan,,,49,,,,0.0,0,0.49,0.47400000000000003,0,,,,701.0,1,4.0,10.0,,0,,25.0,25.0,1,0
,699.0,25.0,,,69.0,,,,,,,,0.49,-7.0,,nan,,,49,,,,0.0,0,0.49,0.45,0,,,,699.0,1,-2.0,-6.0,,0,,25.0,25.0,1,0
,697.0,25.0,,,69.0,,,,,,,,0.64,-7.0,,nan,,,49,,,,0.0,0,0.64,0.488,0,,,,697.0,1,-2.0,0.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,69.0,,,,,,,,0.62,-8.0,,nan,,,49,,,,0.0,0,0.62,0.512,0,,,,701.0,1,4.0,6.0,,0,,25.0,25.0,1,0
,699.0,25.0,,,69.0,,,,,,,,0.3,-5.0,,nan,,,49,,,,0.0,0,0.3,0.508,0,,,,699.0,1,-2.0,-6.0,,0,,25.0,25.0,1,0
,703.0,25.0,,,69.0,,,,,,,,0.2,-5.0,,nan,,,49,,,,0.0,0,0.2,0.45,0,,,,703.0,1,4.0,6.0,,0,,25.0,25.0,1,0
,700.0,25.0,,,69.0,,,,,,,,0.19,-5.0,,nan,,,49,,,,0.0,0,0.19,0.39,0,,,,700.0,1,-3.0,-7.0,,0,,25.0,25.0,1,0
,696.0,25.0,,,69.0,,,,,,,,0.28,-5.0,,nan,,,49,,,,0.0,0,0.28,0.318,0,,,,696.0,1,-4.0,-1.0,,0,,25.0,25.0,1,0
,702.0,25.0,,,69.0,,,,,,,,0.4,-5.0,,nan,,,49,,,,0.0,0,0.4,0.274,0,,,,702.0,1,6.0,10.0,,0,,25.0,25.0,1,0
,703.0,25.0,,,69.0,,,,,,,,0.7,-5.0,,nan,,,49,,,,0.0,0,0.7,0.354,0,,,,703.0,1,1.0,-5.0,,0,,25.0,25.0,1,0
,698.0,25.0,,,69.0,,,,,,,,0.77,-6.0,,nan,,,49,,,,0.0,0,0.77,0.46799999999999997,0,,,,698.0,1,-5.0,-6.0,,0,,25.0,25.0,1,0
,702.0,25.0,,,70.0,,,,,,,,0.75,-7.0,,nan,,,49,,,,0.0,0,0.75,0.5800000000000001,0,,,,702.0,1,4.0,9.0,,0,,25.0,25.0,1,0
,699.0,25.0,,,70.0,,,,,,,,0.66,-7.0,,nan,,,49,,,,0.0,0,0.66,0.6559999999999999,0,,,,699.0,1,-3.0,-7.0,,0,,25.0,25.0,1,0
,697.0,25.0,,,70.0,,,,,,,,0.62,-7.0,,nan,,,49,,,,0.0,0,0.62,0.7,0,,,,697.0,1,-2.0,1.0,,0,,25.0,25.0,1,0
,702.0,25.0,,,70.0,,,,,,,,0.43,-8.0,,nan,,,49,,,,0.0,0,0.43,0.646,0,,,,702.0,1,5.0,7.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,69.0,,,,,,,,0.26,-5.0,,nan,,,49,,,,0.0,0,0.26,0.5439999999999999,0,,,,701.0,1,-1.0,-6.0,,0,,25.0,25.0,1,0
,697.0,25.0,,,69.0,,,,,,,,0.14,-5.0,,nan,,,49,,,,0.0,0,0.14,0.422,0,,,,697.0,1,-4.0,-3.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,69.0,,,,,,,,0.12,-5.0,,nan,,,49,,,,0.0,0,0.12,0.31399999999999995,0,,,,701.0,1,4.0,8.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,70.0,,,,,,,,0.14,-5.0,,nan,,,49,,,,0.0,0,0.14,0.21800000000000003,0,,,,701.0,1,0.0,-4.0,,0,,25.0,25.0,1,0
,697.0,25.0,,,70.0,,,,,,,,0.18,-5.0,,nan,,,49,,,,0.0,0,0.18,0.168,0,,,,697.0,1,-4.0,-4.0,,0,,25.0,25.0,1,0
,706.0,25.0,,,70.0,,,,,,,,0.63,-5.0,,nan,,,49,,,,0.0,0,0.63,0.242,0,,,,706.0,1,9.0,13.0,,0,,25.0,25.0,1,0
,701.0,25.0,,,70.0,,,,,,,,0.76,-6.0,,nan,,,49,,,,0.0,0,0.76,0.366,0,,,,701.0,1,-5.0,-14.0,,0,,25.0,25.0,1,0
,698.0,25.0,,,70.0,,,,,,,,0.77,-6.0,,nan,,,49,,,,0.0,0,0.77,0.496,0,,,,698.0,1,-3.0,2.0,,0,,25.0,25.0,1,0
,698.0,25.0,,,70.0,,,,,,,,0.77,-7.0,,nan,,,49,,,,0.0,0,0.77,0.622,0,,,,698.0,1,0.0,3.0,,0,,25.0,25.0,1,0
,697.0,25.0,,,70.0,,,,,,,,0.6,-7.0,,nan,,,49,,,,0.0,0,0.6,0.706,0,,,,697.0,1,-1.0,-1.0,,0,,25.0,25.0,1,0
,696.0,25.0,,,70.0,,,,,,,,0.56,-7.0,,nan,,,49,,,,0.0,0,0.56,0.692,0,,,,696.0,1,-1.0,0.0,,0,,25.0,25.0,1,0
,696.0,25.0,,,70.0,,,,,,,,0.49,-7.0,,nan,,,49,,,,0.0,0,0.49,0.6380000000000001,0,,,,696.0,1,0.0,1.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,70.0,,,,,,,,0.33,-5.0,,nan,,,49,,,,0.0,0,0.33,0.55,0,,,,688.0,1,-8.0,-8.0,,0,,25.0,25.0,1,0
,696.0,25.0,,,70.0,,,,,,,,0.2,-5.0,,nan,,,49,,,,0.0,0,0.2,0.43600000000000005,0,,,,696.0,1,8.0,16.0,,0,,25.0,25.0,1,0
,696.0,25.0,,,70.0,,,,,,,,0.15,-5.0,,nan,,,49,,,,0.0,0,0.15,0.346,0,,,,696.0,1,0.0,-8.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,70.0,,,,,,,,0.15,-5.0,,nan,,,49,,,,0.0,0,0.15,0.264,0,,,,689.0,1,-7.0,-7.0,,0,,25.0,25.0,1,0
,695.0,25.0,,,70.0,,,,,,,,0.48,-5.0,,nan,,,49,,,,0.0,0,0.48,0.262,0,,,,695.0,1,6.0,13.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,70.0,,,,,,,,0.78,-6.0,,nan,,,49,,,,0.0,0,0.78,0.352,0,,,,692.0,1,-3.0,-9.0,,0,,25.0,25.0,1,0
,692.0,24.0,,,70.0,,,,,,,,0.77,-6.0,,nan,,,49,,,,0.0,0,0.77,0.466,0,,,,692.0,1,0.0,3.0,,0,,24.0,24.8,1,0
,691.0,25.0,,,70.0,,,,,,,,0.77,-7.0,,nan,,,49,,,,0.0,0,0.77,0.5900000000000001,0,,,,691.0,1,-1.0,-1.0,,0,,25.0,24.8,1,0
,691.0,25.0,,,70.0,,,,,,,,0.74,-7.0,,nan,,,49,,,,0.0,0,0.74,0.708,0,,,,691.0,1,0.0,1.0,,0,,25.0,24.8,1,0
,692.0,25.0,,,70.0,,,,,,,,0.77,-7.0,,nan,,,49,,,,0.0,0,0.77,0.766,0,,,,692.0,1,1.0,1.0,,0,,25.0,24.8,1,0
,691.0,25.0,,,70.0,,,,,,,,0.75,-7.0,,nan,,,49,,,,0.0,0,0.75,0.76,0,,,,691.0,1,-1.0,-2.0,,0,,25.0,24.8,1,0
,687.0,25.0,,,70.0,,,,,,,,0.68,-8.0,,nan,,,49,,,,0.0,0,0.68,0.742,0,,,,687.0,1,-4.0,-3.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,70.0,,,,,,,,0.56,-8.0,,nan,,,49,,,,0.0,0,0.56,0.7,0,,,,692.0,1,5.0,9.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,70.0,,,,,,,,0.42,-8.0,,nan,,,49,,,,0.0,0,0.42,0.6359999999999999,0,,,,690.0,1,-2.0,-7.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,71.0,,,,,,,,0.32,-6.0,,nan,,,49,,,,0.0,0,0.32,0.546,0,,,,687.0,1,-3.0,-1.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,71.0,,,,,,,,0.25,-5.0,,nan,,,49,,,,0.0,0,0.25,0.446,0,,,,691.0,1,4.0,7.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,71.0,,,,,,,,0.31,-5.0,,nan,,,49,,,,0.0,0,0.31,0.372,0,,,,692.0,1,1.0,-3.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,71.0,,,,,,,,0.4,-5.0,,nan,,,49,,,,0.0,0,0.4,0.33999999999999997,0,,,,690.0,1,-2.0,-3.0,,0,,25.0,25.0,1,0
,693.0,25.0,,,71.0,,,,,,,,0.5,-5.0,,nan,,,49,,,,0.0,0,0.5,0.356,0,,,,693.0,1,3.0,5.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,71.0,,,,,,,,0.69,-7.0,,nan,,,49,,,,0.0,0,0.69,0.43,0,,,,689.0,1,-4.0,-7.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,71.0,,,,,,,,0.7,-7.0,,nan,,,49,,,,0.0,0,0.7,0.5199999999999999,0,,,,691.0,1,2.0,6.0,,0,,25.0,25.0,1,0
,684.0,25.0,,,71.0,,,,,,,,0.58,-7.0,,nan,,,49,,,,0.0,0,0.58,0.574,0,,,,684.0,1,-7.0,-9.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,71.0,,,,,,,,0.31,-5.0,,nan,,,49,,,,0.0,0,0.31,0.5559999999999999,0,,,,689.0,1,5.0,12.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,71.0,,,,,,,,0.27,-5.0,,nan,,,49,,,,0.0,0,0.27,0.51,0,,,,691.0,1,2.0,-3.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,71.0,,,,,,,,0.25,-5.0,,nan,,,49,,,,0.0,0,0.25,0.422,0,,,,691.0,1,0.0,-2.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,71.0,,,,,,,,0.49,-7.0,,nan,,,49,,,,0.0,0,0.49,0.38,0,,,,692.0,1,1.0,1.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,71.0,,,,,,,,0.7,-8.0,,nan,,,49,,,,0.0,0,0.7,0.4039999999999999,0,,,,689.0,1,-3.0,-4.0,,0,,25.0,25.0,1,0
