Temperatura do ar ambiente,Rotação do motor - RPM,Carga calculada do motor,Ajuste de combustível de longo prazo - Banco 1,Temperatura do ar admitido - ACT,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,"Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Tensão do módulo,Posição relativa da borboleta - TPS,Posição absoluta da borboleta - TPS,Posição absoluta da borboleta - Sensor B,"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1",Pressão no coletor de admissão - MAP,Estado do sistema de combustível,Carga absoluta do motor,Nº de falhas na memória,Altitude,stft_pct,stft_rolling_mean,stft_rolling_std,stft_ema,stft_low_flag,lambda_v,lambda_rolling_mean,lambda_rich_flag,map_mbar,map_rolling_mean,map_rolling_std,rpm,is_idle,rpm_delta,rpm_jerk,module_voltage,voltage_low_flag,voltage_rolling_min,calc_load_pct,calc_load_rolling_mean,rich_idle_score,low_battery_score
,689.0,25.0,,,71.0,,,,,,,,0.77,-8.0,,nan,,,49,,,,0.0,0,0.77,0.496,0,,,,689.0,1,0.0,3.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,71.0,,,,,,,,0.74,-8.0,,nan,,,49,,,,0.0,0,0.74,0.5900000000000001,0,,,,692.0,1,3.0,3.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,71.0,,,,,,,,0.47,-9.0,,nan,,,49,,,,0.0,0,0.47,0.634,0,,,,689.0,1,-3.0,-6.0,,0,,25.0,25.0,1,0
,693.0,25.0,,,71.0,,,,,,,,0.24,-6.0,,nan,,,49,,,,0.0,0,0.24,0.584,0,,,,693.0,1,4.0,7.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,71.0,,,,,,,,0.14,-6.0,,nan,,,49,,,,0.0,0,0.14,0.472,0,,,,688.0,1,-5.0,-9.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.11,-6.0,,nan,,,49,,,,0.0,0,0.11,0.33999999999999997,0,,,,691.0,1,3.0,8.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,72.0,,,,,,,,0.14,-5.0,,nan,,,49,,,,0.0,0,0.14,0.22000000000000003,0,,,,690.0,1,-1.0,-4.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,72.0,,,,,,,,0.26,-5.0,,nan,,,49,,,,0.0,0,0.26,0.178,0,,,,692.0,1,2.0,3.0,,0,,25.0,25.0,1,0
,693.0,25.0,,,72.0,,,,,,,,0.73,-5.0,,nan,,,49,,,,0.0,0,0.73,0.27599999999999997,0,,,,693.0,1,1.0,-1.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.76,-7.0,,nan,,,49,,,,0.0,0,0.76,0.4,0,,,,691.0,1,-2.0,-3.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,72.0,,,,,,,,0.78,-8.0,,nan,,,49,,,,0.0,0,0.78,0.534,0,,,,688.0,1,-3.0,-1.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,72.0,,,,,,,,0.69,-8.0,,nan,,,49,,,,0.0,0,0.69,0.6439999999999999,0,,,,688.0,1,0.0,3.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,72.0,,,,,,,,0.57,-8.0,,nan,,,49,,,,0.0,0,0.57,0.7060000000000001,0,,,,692.0,1,4.0,4.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,72.0,,,,,,,,0.4,-6.0,,nan,,,49,,,,0.0,0,0.4,0.64,0,,,,689.0,1,-3.0,-7.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,71.0,,,,,,,,0.28,-6.0,,nan,,,49,,,,0.0,0,0.28,0.5439999999999999,0,,,,690.0,1,1.0,4.0,,0,,25.0,25.0,1,0
,693.0,25.0,,,71.0,,,,,,,,0.19,-6.0,,nan,,,49,,,,0.0,0,0.19,0.426,0,,,,693.0,1,3.0,2.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.17,-5.0,,nan,,,49,,,,0.0,0,0.17,0.322,0,,,,691.0,1,-2.0,-5.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,72.0,,,,,,,,0.16,-5.0,,nan,,,49,,,,0.0,0,0.16,0.24000000000000005,0,,,,688.0,1,-3.0,-1.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.34,-5.0,,nan,,,49,,,,0.0,0,0.34,0.22800000000000004,0,,,,691.0,1,3.0,6.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,72.0,,,,,,,,0.76,-7.0,,nan,,,49,,,,0.0,0,0.76,0.324,0,,,,690.0,1,-1.0,-4.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,72.0,,,,,,,,0.74,-7.0,,nan,,,49,,,,0.0,0,0.74,0.434,0,,,,687.0,1,-3.0,-2.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,72.0,,,,,,,,0.74,-8.0,,nan,,,49,,,,0.0,0,0.74,0.548,0,,,,692.0,1,5.0,8.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,72.0,,,,,,,,0.67,-8.0,,nan,,,49,,,,0.0,0,0.67,0.65,0,,,,687.0,1,-5.0,-10.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,72.0,,,,,,,,0.43,-6.0,,nan,,,49,,,,0.0,0,0.43,0.6679999999999999,0,,,,687.0,1,0.0,5.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.32,-6.0,,nan,,,49,,,,0.0,0,0.32,0.5800000000000001,0,,,,691.0,1,4.0,4.0,,0,,25.0,25.0,1,0
,693.0,25.0,,,71.0,,,,,,,,0.31,-5.0,,nan,,,49,,,,0.0,0,0.31,0.49400000000000005,0,,,,693.0,1,2.0,-2.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,72.0,,,,,,,,0.22,-5.0,,nan,,,49,,,,0.0,0,0.22,0.39,0,,,,690.0,1,-3.0,-5.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.27,-5.0,,nan,,,49,,,,0.0,0,0.27,0.30999999999999994,0,,,,691.0,1,1.0,4.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,72.0,,,,,,,,0.51,-5.0,,nan,,,49,,,,0.0,0,0.51,0.32599999999999996,0,,,,688.0,1,-3.0,-4.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.68,-7.0,,nan,,,49,,,,0.0,0,0.68,0.398,0,,,,691.0,1,3.0,6.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,72.0,,,,,,,,0.74,-7.0,,nan,,,49,,,,0.0,0,0.74,0.484,0,,,,690.0,1,-1.0,-4.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.76,-8.0,,nan,,,49,,,,0.0,0,0.76,0.592,0,,,,691.0,1,1.0,2.0,,0,,25.0,25.0,1,0
,694.0,25.0,,,72.0,,,,,,,,0.67,-8.0,,nan,,,49,,,,0.0,0,0.67,0.6719999999999999,0,,,,694.0,1,3.0,2.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,72.0,,,,,,,,0.52,-8.0,,nan,,,49,,,,0.0,0,0.52,0.674,0,,,,689.0,1,-5.0,-8.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,72.0,,,,,,,,0.36,-6.0,,nan,,,49,,,,0.0,0,0.36,0.61,0,,,,692.0,1,3.0,8.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,72.0,,,,,,,,0.2,-6.0,,nan,,,49,,,,0.0,0,0.2,0.502,0,,,,689.0,1,-3.0,-6.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,72.0,,,,,,,,0.14,-5.0,,nan,,,49,,,,0.0,0,0.14,0.378,0,,,,690.0,1,1.0,4.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,72.0,,,,,,,,0.19,-5.0,,nan,,,49,,,,0.0,0,0.19,0.28200000000000003,0,,,,687.0,1,-3.0,-4.0,,0,,25.0,25.0,1,0
,693.0,25.0,,,72.0,,,,,,,,0.6,-7.0,,nan,,,49,,,,0.0,0,0.6,0.298,0,,,,693.0,1,6.0,9.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.77,-7.0,,nan,,,49,,,,0.0,0,0.77,0.38,0,,,,691.0,1,-2.0,-8.0,,0,,25.0,25.0,1,0
,684.0,25.0,,,72.0,,,,,,,,0.63,-8.0,,nan,,,49,,,,0.0,0,0.63,0.466,0,,,,684.0,1,-7.0,-5.0,,0,,25.0,25.0,1,0
,694.0,25.0,,,72.0,,,,,,,,0.5,-8.0,,nan,,,49,,,,0.0,0,0.5,0.538,0,,,,694.0,1,10.0,17.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,72.0,,,,,,,,0.44,-8.0,,nan,,,49,,,,0.0,0,0.44,0.588,0,,,,690.0,1,-4.0,-14.0,,0,,25.0,25.0,1,0
,690.0,25.0,,,72.0,,,,,,,,0.53,-6.0,,nan,,,49,,,,0.0,0,0.53,0.5740000000000001,0,,,,690.0,1,0.0,4.0,,0,,25.0,25.0,1,0
,686.0,25.0,,,72.0,,,,,,,,0.34,-6.0,,nan,,,49,,,,0.0,0,0.34,0.4880000000000001,0,,,,686.0,1,-4.0,-4.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.19,-5.0,,nan,,,49,,,,0.0,0,0.19,0.4,0,,,,691.0,1,5.0,9.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,72.0,,,,,,,,0.17,-5.0,,nan,,,49,,,,0.0,0,0.17,0.33399999999999996,0,,,,688.0,1,-3.0,-8.0,,0,,25.0,25.0,1,0
,693.0,25.0,,,72.0,,,,,,,,0.15,-5.0,,nan,,,49,,,,0.0,0,0.15,0.276,0,,,,693.0,1,5.0,8.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.48,-5.0,,nan,,,49,,,,0.0,0,0.48,0.266,0,,,,691.0,1,-2.0,-7.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,72.0,,,,,,,,0.67,-7.0,,nan,,,49,,,,0.0,0,0.67,0.33199999999999996,0,,,,687.0,1,-4.0,-2.0,,0,,25.0,25.0,1,0
,693.0,25.0,,,72.0,,,,,,,,0.65,-7.0,,nan,,,49,,,,0.0,0,0.65,0.42400000000000004,0,,,,693.0,1,6.0,10.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,72.0,,,,,,,,0.67,-8.0,,nan,,,49,,,,0.0,0,0.67,0.524,0,,,,688.0,1,-5.0,-11.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,72.0,,,,,,,,0.46,-8.0,,nan,,,49,,,,0.0,0,0.46,0.5860000000000001,0,,,,692.0,1,4.0,9.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,72.0,,,,,,,,0.19,-5.0,,nan,,,49,,,,0.0,0,0.19,0.528,0,,,,688.0,1,-4.0,-8.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,72.0,,,,,,,,0.11,-5.0,,nan,,,49,,,,0.0,0,0.11,0.41600000000000004,0,,,,687.0,1,-1.0,3.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.09,-5.0,,nan,,,49,,,,0.0,0,0.09,0.30400000000000005,0,,,,691.0,1,4.0,5.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,72.0,,,,,,,,0.1,-5.0,,nan,,,49,,,,0.0,0,0.1,0.19,0,,,,689.0,1,-2.0,-6.0,,0,,25.0,25.0,1,0
,691.0,25.0,,,72.0,,,,,,,,0.24,-5.0,,nan,,,49,,,,0.0,0,0.24,0.146,0,,,,691.0,1,2.0,4.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,72.0,,,,,,,,0.75,-6.0,,nan,,,49,,,,0.0,0,0.75,0.258,0,,,,687.0,1,-4.0,-6.0,,0,,25.0,25.0,1,0
,696.0,25.0,,,72.0,,,,,,,,0.73,-7.0,,nan,,,49,,,,0.0,0,0.73,0.382,0,,,,696.0,1,9.0,13.0,,0,,25.0,25.0,1,0
,693.0,25.0,,,72.0,,,,,,,,0.74,-7.0,,nan,,,49,,,,0.0,0,0.74,0.512,0,,,,693.0,1,-3.0,-12.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,72.0,,,,,,,,0.74,-7.0,,nan,,,49,,,,0.0,0,0.74,0.64,0,,,,687.0,1,-6.0,-3.0,,0,,25.0,25.0,1,0
,692.0,25.0,,,72.0,,,,,,,,0.69,-8.0,,nan,,,49,,,,0.0,0,0.69,0.7299999999999999,0,,,,692.0,1,5.0,11.0,,0,,25.0,25.0,1,0
,681.0,25.0,,,72.0,,,,,,,,0.33,-6.0,,nan,,,49,,,,0.0,0,0.33,0.6459999999999999,0,,,,681.0,1,-11.0,-16.0,,0,,25.0,25.0,1,0
,689.0,25.0,,,72.0,,,,,,,,0.22,-5.0,,nan,,,49,,,,0.0,0,0.22,0.544,0,,,,689.0,1,8.0,19.0,,0,,25.0,25.0,1,0
,688.0,25.0,,,72.0,,,,,,,,0.15,-5.0,,nan,,,49,,,,0.0,0,0.15,0.426,0,,,,688.0,1,-1.0,-9.0,,0,,25.0,25.0,1,0
,687.0,25.0,,,72.0,,,,,,,,0.24,-5.0,,nan,,,49,,,,0.0,0,0.24,0.32599999999999996,0,,,,687.0,1,-1.0,0.0,,0,,25.0,25.0,1,0
,694.0,25.0,,,72.0,,,,,,,,0.68,-7.0,,nan,,,49,,,,0.0,0,0.68,0.324,0,,,,694.0,1,7.0,8.0,,0,,25.0,25.0,1,0
,702.0,28.0,,,72.0,,,,,,,,0.8,-7.0,,nan,,,49,,,,0.0,0,0.8,0.418,1,,,,702.0,1,8.0,1.0,,0,,28.0,25.6,2,0
,726.0,65.0,,,72.0,,,,,,,,0.87,-8.0,,nan,,,49,,,,0.0,0,0.87,0.548,1,,,,726.0,1,24.0,16.0,,0,,65.0,33.6,2,0
,1164.0,76.0,,,72.0,,,,,,,,0.89,-9.0,,nan,,,49,,,,0.0,0,0.89,0.6960000000000001,1,,,,1164.0,0,438.0,414.0,,0,,76.0,43.8,1,0
,1524.0,52.0,,,72.0,,,,,,,,0.06,-8.0,,nan,,,49,,,,0.0,0,0.06,0.6599999999999999,0,,,,1524.0,0,360.0,-78.0,,0,,52.0,49.2,0,0
,1844.0,30.0,,,72.0,,,,,,,,0.04,-7.0,,nan,,,49,,,,0.0,0,0.04,0.532,0,,,,1844.0,0,320.0,-40.0,,0,,30.0,50.2,0,0
,1636.0,22.0,,,72.0,,,,,,,,0.05,-6.0,,nan,,,49,,,,0.0,0,0.05,0.382,0,,,,1636.0,0,-208.0,-528.0,,0,,22.0,49.0,0,0
,1517.0,20.0,,,72.0,,,,,,,,0.06,-5.0,,nan,,,49,,,,0.0,0,0.06,0.22000000000000003,0,,,,1517.0,0,-119.0,89.0,,0,,20.0,40.0,0,0
,1565.0,27.0,,,72.0,,,,,,,,0.07,-5.0,,nan,,,49,,,,0.0,0,0.07,0.05600000000000001,0,,,,1565.0,0,48.0,167.0,,0,,27.0,30.2,0,0
,1655.0,29.0,,,72.0,,,,,,,,0.03,-4.0,,nan,,,49,,,,0.0,0,0.03,0.05,0,,,,1655.0,0,90.0,42.0,,0,,29.0,25.6,0,0
,1834.0,30.0,,,72.0,,,,,,,,0.02,-3.0,,nan,,,49,,,,0.0,0,0.02,0.046,0,,,,1834.0,0,179.0,89.0,,0,,30.0,25.6,0,0
,1933.0,29.0,,,72.0,,,,,,,,0.02,-2.0,,nan,,,49,,,,0.0,0,0.02,0.04,0,,,,1933.0,0,99.0,-80.0,,0,,29.0,27.0,0,0
,2155.0,26.0,,,72.0,,,,,,,,0.04,-2.0,,nan,,,49,,,,0.0,0,0.04,0.036,0,,,,2155.0,0,222.0,123.0,,0,,26.0,28.2,0,0
,2240.0,18.0,,,72.0,,,,,,,,0.08,-1.0,,nan,,,49,,,,0.0,0,0.08,0.038,0,,,,2240.0,0,85.0,-137.0,,0,,18.0,26.4,0,0
,1959.0,13.0,,,72.0,,,,,,,,0.1,0.0,,nan,,,49,,,,0.0,0,0.1,0.052000000000000005,0,,,,1959.0,0,-281.0,-366.0,,0,,13.0,23.2,0,0
,1829.0,11.0,,,72.0,,,,,,,,0.16,0.0,,nan,,,49,,,,0.0,0,0.16,0.08,0,,,,1829.0,0,-130.0,151.0,,0,,11.0,19.4,0,0
,1550.0,13.0,,,72.0,,,,,,,,0.04,0.0,,nan,,,49,,,,0.0,0,0.04,0.08399999999999999,0,,,,1550.0,0,-279.0,-149.0,,0,,13.0,16.2,0,0
,1327.0,16.0,,,72.0,,,,,,,,0.06,0.0,,nan,,,49,,,,0.0,0,0.06,0.088,0,,,,1327.0,0,-223.0,56.0,,0,,16.0,14.2,0,0
,1296.0,20.0,,,72.0,,,,,,,,0.78,0.0,,nan,,,49,,,,0.0,0,0.78,0.22800000000000004,0,,,,1296.0,0,-31.0,192.0,,0,,20.0,14.6,0,0
,1237.0,20.0,,,72.0,,,,,,,,0.86,0.0,,nan,,,49,,,,0.0,0,0.86,0.38,1,,,,1237.0,0,-59.0,-28.0,,0,,20.0,16.0,1,0
,1201.0,20.0,,,72.0,,,,,,,,0.9,-1.0,,nan,,,49,,,,0.0,0,0.9,0.528,1,,,,1201.0,0,-36.0,23.0,,0,,20.0,17.8,1,0
,1136.0,20.0,,,72.0,,,,,,,,0.9,-1.0,,nan,,,49,,,,0.0,0,0.9,0.7,1,,,,1136.0,0,-65.0,-29.0,,0,,20.0,19.2,1,0
,1106.0,20.0,,,72.0,,,,,,,,0.9,-2.0,,nan,,,49,,,,0.0,0,0.9,0.868,1,,,,1106.0,0,-30.0,35.0,,0,,20.0,20.0,1,0
,1046.0,20.0,,,72.0,,,,,,,,0.89,-2.0,,nan,,,49,,,,0.0,0,0.89,0.89,1,,,,1046.0,0,-60.0,-30.0,,0,,20.0,20.0,1,0
,1019.0,21.0,,,72.0,,,,,,,,0.89,-2.0,,nan,,,49,,,,0.0,0,0.89,0.8959999999999999,1,,,,1019.0,0,-27.0,33.0,,0,,21.0,20.2,1,0
,981.0,21.0,,,72.0,,,,,,,,0.88,-2.0,,nan,,,49,,,,0.0,0,0.88,0.892,1,,,,981.0,1,-38.0,-11.0,,0,,21.0,20.4,2,0
,963.0,22.0,,,72.0,,,,,,,,0.88,-2.0,,nan,,,49,,,,0.0,0,0.88,0.8880000000000001,1,,,,963.0,1,-18.0,20.0,,0,,22.0,20.8,2,0
,922.0,22.0,,,72.0,,,,,,,,0.88,-2.0,,nan,,,49,,,,0.0,0,0.88,0.884,1,,,,922.0,1,-41.0,-23.0,,0,,22.0,21.2,2,0
,906.0,23.0,,,72.0,,,,,,,,0.85,-3.0,,nan,,,49,,,,0.0,0,0.85,0.876,1,,,,906.0,1,-16.0,25.0,,0,,23.0,21.8,2,0
,877.0,23.0,,,72.0,,,,,,,,0.83,-3.0,,nan,,,49,,,,0.0,0,0.83,0.8640000000000001,1,,,,877.0,1,-29.0,-13.0,,0,,23.0,22.2,2,0
,850.0,23.0,,,72.0,,,,,,,,0.81,-3.0,,nan,,,49,,,,0.0,0,0.81,0.85,1,,,,850.0,1,-27.0,2.0,,0,,23.0,22.6,2,0
,834.0,23.0,,,72.0,,,,,,,,0.77,-4.0,,nan,,,49,,,,0.0,0,0.77,0.8280000000000001,0,,,,834.0,1,-16.0,11.0,,0,,23.0,22.8,1,0
,800.0,24.0,,,72.0,,,,,,,,0.72,-4.0,,nan,,,49,,,,0.0,0,0.72,0.796,0,,,,800.0,1,-34.0,-18.0,,0,,24.0,23.2,1,0
,791.0,24.0,,,72.0,,,,,,,,0.71,-4.0,,nan,,,49,,,,0.0,0,0.71,0.768,0,,,,791.0,1,-9.0,25.0,,0,,24.0,23.4,1,0
,766.0,,,,,,,,,,,,,,,nan,,,49,,,,0.0,0,,0.7525,0,,,,766.0,1,-25.0,-16.0,,0,,,23.5,1,0
30.0,712.0,27.0,0.0,48.0,72.0,-2.0,0.45,1010.0,13.77,1.0,11.0,12.0,0.78,-3.0,400.0,Malha fechada,23.0,0.0,49,-2.0,-2.0,0.0,-2.0,0,0.78,0.745,0,400.0,400.0,0.0,712.0,1,-54.0,-29.0,13.77,0,13.77,27.0,24.5,1,0
30.0,702.0,26.0,0.0,48.0,72.0,-4.0,0.44,1010.0,13.77,1.0,11.0,11.0,0.79,-4.0,390.0,Malha fechada,22.0,0.0,49,-4.0,-3.0,1.0,-2.25,0,0.79,0.75,0,390.0,395.0,5.0,702.0,1,-10.0,44.0,13.77,0,13.77,26.0,25.25,1,0
30.0,699.0,26.0,0.0,48.0,72.0,-5.0,0.44,1010.0,13.68,1.0,11.0,11.0,0.7,-5.0,390.0,Malha fechada,22.0,0.0,49,-5.0,-3.6666666666666665,1.247219128924647,-2.59375,0,0.7,0.7450000000000001,0,390.0,393.3333333333333,4.7140452079103135,699.0,1,-3.0,7.0,13.68,0,13.68,26.0,25.75,1,0
30.0,696.0,26.0,0.0,48.0,72.0,-5.0,0.44,1010.0,,,,,,,,nan,,,49,-5.0,-4.0,1.224744871391589,-2.89453125,0,,0.7566666666666668,0,,393.3333333333333,4.7140452079103135,696.0,1,-3.0,0.0,,0,13.68,26.0,26.25,1,0
30.0,694.0,25.0,0.0,48.0,72.0,-7.0,0.44,1010.0,13.68,1.0,11.0,11.0,0.83,-7.0,380.0,Malha fechada,21.0,0.0,49,-7.0,-4.6,1.624807680927192,-3.40771484375,0,0.83,0.775,1,380.0,390.0,7.07106781186547,694.0,1,-2.0,1.0,13.68,0,13.68,25.0,26.0,2,0
30.0,694.0,25.0,0.0,48.0,73.0,-6.0,0.44,1010.0,13.68,1.0,11.0,11.0,0.76,-4.0,380.0,Malha fechada,21.0,0.0,49,-6.0,-5.4,1.019803902718557,-3.73175048828125,0,0.76,0.77,0,380.0,385.0,5.0,694.0,1,0.0,2.0,13.68,0,13.68,25.0,25.6,1,0
30.0,697.0,25.0,0.0,48.0,73.0,-5.0,0.44,1010.0,13.39,1.0,11.0,11.0,0.77,-6.0,380.0,Malha fechada,21.0,0.0,49,-5.0,-5.6,0.8,-3.8902816772460938,0,0.77,0.765,0,380.0,382.5,4.330127018922189,697.0,1,3.0,3.0,13.39,0,13.39,25.0,25.4,1,0
30.0,693.0,25.0,0.0,48.0,73.0,-6.0,0.44,1010.0,13.49,1.0,11.0,11.0,0.68,-7.0,370.0,Malha fechada,21.0,0.0,49,-6.0,-5.8,0.7483314773547883,-4.153996467590332,0,0.68,0.76,0,370.0,377.5,4.330127018922189,693.0,1,-4.0,-7.0,13.49,0,13.39,25.0,25.2,1,0
30.0,689.0,25.0,0.0,48.0,73.0,-8.0,0.44,1010.0,13.68,1.0,11.0,11.0,0.57,-5.0,370.0,Malha fechada,21.0,0.0,49,-8.0,-6.4,1.019803902718557,-4.6347469091415405,1,0.57,0.7220000000000001,0,370.0,376.0,4.898979485566353,689.0,1,-4.0,0.0,13.68,0,13.39,25.0,25.0,2,0
30.0,688.0,25.0,0.0,48.0,74.0,-8.0,0.44,1010.0,13.49,1.0,11.0,11.0,0.78,-8.0,370.0,Malha fechada,21.0,0.0,49,-8.0,-6.6,1.2000000000000002,-5.055403545498848,1,0.78,0.712,0,370.0,374.0,4.898979485566353,688.0,1,-1.0,3.0,13.49,0,13.39,25.0,25.0,2,0
30.0,694.0,25.0,0.0,48.0,74.0,-6.0,0.44,1010.0,13.68,1.0,11.0,11.0,0.69,-8.0,370.0,Malha fechada,21.0,0.0,49,-6.0,-6.6,1.2000000000000002,-5.173478102311492,0,0.69,0.698,0,370.0,372.0,3.9999999999999964,694.0,1,6.0,7.0,13.68,0,13.39,25.0,25.0,1,0
30.0,685.0,25.0,0.0,48.0,74.0,-9.0,0.44,1010.0,13.68,1.0,11.0,11.0,0.59,-6.0,370.0,Malha fechada,20.0,0.0,49,-9.0,-7.4,1.2000000000000002,-5.6517933395225555,1,0.59,0.6619999999999999,0,370.0,370.0,0.0,685.0,1,-9.0,-15.0,13.68,0,13.49,25.0,25.0,2,0
30.0,683.0,25.0,0.0,48.0,74.0,-6.0,0.44,1010.0,13.39,1.0,11.0,11.0,0.8,-6.0,380.0,Malha fechada,21.0,0.0,49,-6.0,-7.4,1.2000000000000002,-5.695319172082236,0,0.8,0.686,1,380.0,372.0,3.9999999999999964,683.0,1,-2.0,7.0,13.39,0,13.39,25.0,25.0,2,0
30.0,684.0,25.0,0.0,48.0,74.0,-7.0,0.45,1010.0,13.49,1.0,11.0,11.0,0.74,-7.0,370.0,Malha fechada,21.0,0.0,49,-7.0,-7.2,1.1661903789690602,-5.8584042755719565,0,0.74,0.72,0,370.0,372.0,3.9999999999999964,684.0,1,1.0,3.0,13.49,0,13.39,25.0,25.0,1,0
30.0,682.0,25.0,0.0,48.0,74.0,-8.0,0.44,1010.0,13.49,1.0,11.0,11.0,0.66,-9.0,370.0,Malha fechada,20.0,0.0,49,-8.0,-7.2,1.1661903789690602,-6.126103741125462,1,0.66,0.696,0,370.0,372.0,3.9999999999999964,682.0,1,-2.0,-3.0,13.49,0,13.39,25.0,25.0,2,0
30.0,677.0,24.0,0.0,48.0,74.0,-9.0,0.44,1010.0,13.39,1.0,11.0,11.0,0.5,-7.0,370.0,Malha fechada,20.0,0.0,49,-9.0,-7.8,1.1661903789690604,-6.485340773484779,1,0.5,0.658,0,370.0,372.0,3.9999999999999964,677.0,1,-5.0,-3.0,13.39,0,13.39,24.0,24.8,2,0
30.0,682.0,24.0,0.0,48.0,74.0,-9.0,0.44,1010.0,13.49,1.0,11.0,11.0,0.46,-9.0,370.0,Malha fechada,20.0,0.0,49,-9.0,-7.8,1.1661903789690604,-6.799673176799182,1,0.46,0.632,0,370.0,372.0,3.9999999999999964,682.0,1,5.0,10.0,13.49,0,13.39,24.0,24.6,2,0
30.0,682.0,25.0,0.0,48.0,74.0,-7.0,0.44,1010.0,13.49,1.0,11.0,11.0,0.76,-9.0,370.0,Malha fechada,21.0,0.0,49,-7.0,-8.0,0.8944271909999162,-6.824714029699284,0,0.76,0.624,0,370.0,370.0,0.0,682.0,1,0.0,-5.0,13.49,0,13.39,25.0,24.6,1,0
30.0,680.0,25.0,0.0,48.0,74.0,-8.0,0.44,1010.0,13.68,1.0,11.0,11.0,0.18,-7.0,370.0,Malha fechada,21.0,0.0,49,-8.0,-8.2,0.7483314773547886,-6.971624775986873,1,0.18,0.512,0,370.0,370.0,0.0,680.0,1,-2.0,-2.0,13.68,0,13.39,25.0,24.6,2,0
30.0,685.0,25.0,0.0,48.0,74.0,-6.0,0.44,1010.0,13.39,1.0,11.0,11.0,0.72,-9.0,370.0,Malha fechada,21.0,0.0,49,-6.0,-7.8,1.1661903789690604,-6.850171678988514,0,0.72,0.524,0,370.0,370.0,0.0,685.0,1,5.0,7.0,13.39,0,13.39,25.0,24.6,1,0
30.0,682.0,25.0,0.0,48.0,75.0,-7.0,0.44,1010.0,13.49,1.0,11.0,11.0,0.75,-6.0,370.0,Malha fechada,20.0,0.0,49,-7.0,-7.4,1.0198039027185573,-6.868900219114949,0,0.75,0.5740000000000001,0,370.0,370.0,0.0,682.0,1,-3.0,-8.0,13.49,0,13.39,25.0,24.8,1,0
30.0,680.0,24.0,0.0,48.0,74.0,-9.0,0.45,1010.0,13.39,1.0,11.0,11.0,0.6,-9.0,370.0,Malha fechada,20.0,0.0,49,-9.0,-7.4,1.0198039027185573,-7.135287691725581,1,0.6,0.6020000000000001,0,370.0,370.0,0.0,680.0,1,-2.0,1.0,13.39,0,13.39,24.0,24.8,2,0
